key_loja,cod_produto,dt_estoque,qt_estoque,is_ruptura,qtd_vendas,tipo_demanda,qtd_venda_interp,des_estado_franquia,categoria_produto,sub_categoria_produto,linha_produto,vlr_venda_tabelado_mean,qtd_vendas_media_1d,qtd_vendas_mediana_1d,qtd_vendas_max_1d,qtd_vendas_min_1d,qtd_vendas_media_7d,qtd_vendas_mediana_7d,qtd_vendas_max_7d,qtd_vendas_min_7d,qtd_vendas_media_30d,qtd_vendas_mediana_30d,qtd_vendas_max_30d,qtd_vendas_min_30d,qtd_vendas_media_60d,qtd_vendas_mediana_60d,qtd_vendas_max_60d,qtd_vendas_min_60d,media_1d_7d_ratio_qtd_vendas,media_1d_30d_ratio_qtd_vendas,media_1d_60d_ratio_qtd_vendas,media_7d_30d_ratio_qtd_vendas,media_7d_60d_ratio_qtd_vendas,media_30d_60d_ratio_qtd_vendas,mediana_1d_7d_ratio_qtd_vendas,mediana_1d_30d_ratio_qtd_vendas,mediana_1d_60d_ratio_qtd_vendas,mediana_7d_30d_ratio_qtd_vendas,mediana_7d_60d_ratio_qtd_vendas,mediana_30d_60d_ratio_qtd_vendas,max_1d_7d_ratio_qtd_vendas,max_1d_30d_ratio_qtd_vendas,max_1d_60d_ratio_qtd_vendas,max_7d_30d_ratio_qtd_vendas,max_7d_60d_ratio_qtd_vendas,max_30d_60d_ratio_qtd_vendas,min_1d_7d_ratio_qtd_vendas,min_1d_30d_ratio_qtd_vendas,min_1d_60d_ratio_qtd_vendas,min_7d_30d_ratio_qtd_vendas,min_7d_60d_ratio_qtd_vendas,min_30d_60d_ratio_qtd_vendas,vlr_venda_tabelado_mean_media_1d,vlr_venda_tabelado_mean_mediana_1d,vlr_venda_tabelado_mean_max_1d,vlr_venda_tabelado_mean_min_1d,vlr_venda_tabelado_mean_media_7d,vlr_venda_tabelado_mean_mediana_7d,vlr_venda_tabelado_mean_max_7d,vlr_venda_tabelado_mean_min_7d,vlr_venda_tabelado_mean_media_30d,vlr_venda_tabelado_mean_mediana_30d,vlr_venda_tabelado_mean_max_30d,vlr_venda_tabelado_mean_min_30d,vlr_venda_tabelado_mean_media_60d,vlr_venda_tabelado_mean_mediana_60d,vlr_venda_tabelado_mean_max_60d,vlr_venda_tabelado_mean_min_60d,media_1d_7d_ratio_vlr_venda_tabelado_mean,media_1d_30d_ratio_vlr_venda_tabelado_mean,media_1d_60d_ratio_vlr_venda_tabelado_mean,media_7d_30d_ratio_vlr_venda_tabelado_mean,media_7d_60d_ratio_vlr_venda_tabelado_mean,media_30d_60d_ratio_vlr_venda_tabelado_mean,mediana_1d_7d_ratio_vlr_venda_tabelado_mean,mediana_1d_30d_ratio_vlr_venda_tabelado_mean,mediana_1d_60d_ratio_vlr_venda_tabelado_mean,mediana_7d_30d_ratio_vlr_venda_tabelado_mean,mediana_7d_60d_ratio_vlr_venda_tabelado_mean,mediana_30d_60d_ratio_vlr_venda_tabelado_mean,max_1d_7d_ratio_vlr_venda_tabelado_mean,max_1d_30d_ratio_vlr_venda_tabelado_mean,max_1d_60d_ratio_vlr_venda_tabelado_mean,max_7d_30d_ratio_vlr_venda_tabelado_mean,max_7d_60d_ratio_vlr_venda_tabelado_mean,max_30d_60d_ratio_vlr_venda_tabelado_mean,min_1d_7d_ratio_vlr_venda_tabelado_mean,min_1d_30d_ratio_vlr_venda_tabelado_mean,min_1d_60d_ratio_vlr_venda_tabelado_mean,min_7d_30d_ratio_vlr_venda_tabelado_mean,min_7d_60d_ratio_vlr_venda_tabelado_mean,min_30d_60d_ratio_vlr_venda_tabelado_mean,qt_estoque_media_1d,qt_estoque_mediana_1d,qt_estoque_max_1d,qt_estoque_min_1d,qt_estoque_media_7d,qt_estoque_mediana_7d,qt_estoque_max_7d,qt_estoque_min_7d,qt_estoque_media_30d,qt_estoque_mediana_30d,qt_estoque_max_30d,qt_estoque_min_30d,qt_estoque_media_60d,qt_estoque_mediana_60d,qt_estoque_max_60d,qt_estoque_min_60d,media_1d_7d_ratio_qt_estoque,media_1d_30d_ratio_qt_estoque,media_1d_60d_ratio_qt_estoque,media_7d_30d_ratio_qt_estoque,media_7d_60d_ratio_qt_estoque,media_30d_60d_ratio_qt_estoque,mediana_1d_7d_ratio_qt_estoque,mediana_1d_30d_ratio_qt_estoque,mediana_1d_60d_ratio_qt_estoque,mediana_7d_30d_ratio_qt_estoque,mediana_7d_60d_ratio_qt_estoque,mediana_30d_60d_ratio_qt_estoque,max_1d_7d_ratio_qt_estoque,max_1d_30d_ratio_qt_estoque,max_1d_60d_ratio_qt_estoque,max_7d_30d_ratio_qt_estoque,max_7d_60d_ratio_qt_estoque,max_30d_60d_ratio_qt_estoque,min_1d_7d_ratio_qt_estoque,min_1d_30d_ratio_qt_estoque,min_1d_60d_ratio_qt_estoque,min_7d_30d_ratio_qt_estoque,min_7d_60d_ratio_qt_estoque,min_30d_60d_ratio_qt_estoque,day_of_the_week
153149,3,82037,2024-08-22,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3
153551,8,49880,2024-08-22,10.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,2.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,163.8383333333333,149.7,449.1,149.7,1.0,1.0,0.9137055837563453,1.0,0.9137055837563453,0.9137055837563453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,13.0,13.0,15.0,10.0,6.833333333333333,5.0,15.0,0.0,7.7,7.5,16.0,0.0,0.7692307692307693,1.4634146341463414,1.2987012987012987,1.902439024390244,1.6883116883116882,0.8874458874458874,0.7692307692307693,2.0,1.3333333333333333,2.6,1.7333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,1.0,0.9375,0.9375,1.0,inf,inf,inf,inf,,3
153797,3,48253,2024-08-23,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4
153856,3,77690,2024-08-23,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.1,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,4
153861,3,82037,2024-08-23,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4
154263,8,49880,2024-08-23,10.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,2.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,163.8383333333333,149.7,449.1,149.7,1.0,1.0,0.9137055837563453,1.0,0.9137055837563453,0.9137055837563453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,12.285714285714286,13.0,15.0,10.0,7.133333333333334,5.5,15.0,0.0,7.6,7.5,16.0,0.0,0.813953488372093,1.4018691588785046,1.3157894736842106,1.7222963951935915,1.6165413533834587,0.9385964912280703,0.7692307692307693,1.8181818181818181,1.3333333333333333,2.3636363636363638,1.7333333333333334,0.7333333333333333,0.6666666666666666,0.6666666666666666,0.625,1.0,0.9375,0.9375,1.0,inf,inf,inf,inf,,4
154509,3,48253,2024-08-24,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5
154568,3,77690,2024-08-24,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.1,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,5
154573,3,82037,2024-08-24,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5
154975,8,49880,2024-08-24,11.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,2.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,163.8383333333333,149.7,449.1,149.7,1.0,1.0,0.9137055837563453,1.0,0.9137055837563453,0.9137055837563453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,11.571428571428571,10.0,15.0,10.0,7.466666666666667,7.0,15.0,0.0,7.5,7.5,16.0,0.0,0.8641975308641976,1.3392857142857142,1.3333333333333333,1.5497448979591837,1.542857142857143,0.9955555555555555,1.0,1.4285714285714286,1.3333333333333333,1.4285714285714286,1.3333333333333333,0.9333333333333333,0.6666666666666666,0.6666666666666666,0.625,1.0,0.9375,0.9375,1.0,inf,inf,inf,inf,,5
155221,3,48253,2024-08-25,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6
155280,3,77690,2024-08-25,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.1,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,6
155285,3,82037,2024-08-25,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6
155687,8,49880,2024-08-25,11.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,2.0,0.0,0.4,0.0,2.0,0.0,,,,,0.0,0.0,,0.7142857142857142,,,,,,,,,0.0,0.0,,1.0,,,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,163.8383333333333,149.7,449.1,149.7,1.0,1.0,0.9137055837563453,1.0,0.9137055837563453,0.9137055837563453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,11.0,11.0,10.0,13.0,10.0,7.833333333333333,8.0,15.0,1.0,7.416666666666667,7.5,16.0,0.0,1.0,1.4042553191489362,1.4831460674157302,1.4042553191489362,1.4831460674157302,1.0561797752808988,1.1,1.375,1.4666666666666666,1.25,1.3333333333333333,1.0666666666666667,0.8461538461538461,0.7333333333333333,0.6875,0.8666666666666667,0.8125,0.9375,1.1,11.0,inf,10.0,inf,inf,6
155933,3,48253,2024-08-26,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0
155992,3,77690,2024-08-26,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.1,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,0
155997,3,82037,2024-08-26,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0
156399,8,49880,2024-08-26,11.0,0,2.0,Intermittent,2.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,2.0,0.0,0.3333333333333333,0.0,2.0,0.0,,,,,0.0,0.0,,0.8571428571428571,,,,,,,,,0.0,0.0,,1.0,,,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,163.8383333333333,149.7,449.1,149.7,1.0,1.0,0.9137055837563453,1.0,0.9137055837563453,0.9137055837563453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,11.0,10.714285714285714,10.0,13.0,10.0,7.866666666666666,8.0,15.0,1.0,7.333333333333333,7.5,16.0,0.0,1.0266666666666668,1.3983050847457628,1.5,1.3619854721549636,1.461038961038961,1.0727272727272728,1.1,1.375,1.4666666666666666,1.25,1.3333333333333333,1.0666666666666667,0.8461538461538461,0.7333333333333333,0.6875,0.8666666666666667,0.8125,0.9375,1.1,11.0,inf,10.0,inf,inf,0
156645,3,48253,2024-08-27,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
156704,3,77690,2024-08-27,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.08333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.2000000000000002,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,1
156709,3,82037,2024-08-27,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
157111,8,49880,2024-08-27,9.0,0,1.0,Intermittent,1.0,MG,217.0,422944,390554,149.7,2.0,2.0,2.0,2.0,0.2857142857142857,0.0,2.0,0.0,0.4,0.0,2.0,0.0,,,,,7.0,5.0,,0.7142857142857142,,,inf,inf,,,,,1.0,1.0,,1.0,,,inf,inf,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,163.8383333333333,149.7,449.1,149.7,1.0,1.0,0.9137055837563453,1.0,0.9137055837563453,0.9137055837563453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,11.0,10.428571428571429,10.0,11.0,10.0,7.966666666666667,8.0,15.0,1.0,7.3,7.5,16.0,0.0,1.0547945205479452,1.3807531380753137,1.5068493150684932,1.3090257023311416,1.4285714285714286,1.091324200913242,1.1,1.375,1.4666666666666666,1.25,1.3333333333333333,1.0666666666666667,1.0,0.7333333333333333,0.6875,0.7333333333333333,0.6875,0.9375,1.1,11.0,inf,10.0,inf,inf,1
157357,3,48253,2024-08-28,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2
157416,3,77690,2024-08-28,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.08333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.2000000000000002,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,2
157421,3,82037,2024-08-28,1.0,0,1.0,Intermittent,1.0,GO,157293.0,483679,390554,239.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2
157823,8,49880,2024-08-28,15.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,1.0,1.0,1.0,1.0,0.42857142857142855,0.0,2.0,0.0,0.43333333333333335,0.0,2.0,0.0,,,,,2.3333333333333335,2.3076923076923075,,0.9890109890109889,,,inf,inf,,,,,0.5,0.5,,1.0,,,inf,inf,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,163.8383333333333,149.7,449.1,149.7,1.0,1.0,0.9137055837563453,1.0,0.9137055837563453,0.9137055837563453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,9.0,9.0,9.0,9.0,10.285714285714286,10.0,11.0,9.0,8.0,8.5,15.0,1.0,7.233333333333333,7.5,16.0,0.0,0.8749999999999999,1.125,1.2442396313364055,1.2857142857142858,1.4219881500987492,1.1059907834101383,0.9,1.0588235294117647,1.2,1.1764705882352942,1.3333333333333333,1.1333333333333333,0.8181818181818182,0.6,0.5625,0.7333333333333333,0.6875,0.9375,1.0,9.0,inf,9.0,inf,inf,2
158069,3,48253,2024-08-29,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3
158128,3,77690,2024-08-29,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.08333333333333333,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.2000000000000002,,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,3
